syl_suffix,signi_suffix,suffix1,suffix2,suffix3,suffix4,suffix5,suffix_phoncat1,suffix_phoncat2,suffix_phoncat3,suffix_phoncat4,suffix_phoncat5,syl_praefix,signi_praefix,praefix1,praefix2,praefix3,praefix4,praefix5,praefix_phoncat1,praefix_phoncat2,praefix_phoncat3,praefix_phoncat4,praefix_phoncat5,sonority0,sonority1,sonority_ratio0,sonority_ratio1,sonority_dir,syl_weight0,syl_weight1,syl_open0,syl_open1,syl_phoncat0,syl_phoncat1,onset_phoncat0,onset_phoncat1,koda_phoncat0,koda_phoncat1,nucleus_phoncat0,nucleus_phoncat1,syl_len0,syl_len1,koda_len0,koda_len1,onset_len0,onset_len1,nucleus_len0,nucleus_len1,syl_cv0,syl_cv1,cv_ratio0,cv_ratio1,pos,comp_struct,nomen,comp_len,Word,stress_class
braun,ø,n,un,aun,raun,braun,C,DC,CDC,CCDC,CCCDC,rost,ø,r,ro,ros,rost,rostb,C,CK,CKC,CKCC,CKCCC,12,18,3,4,3,heavy,light,c,c,CKCC,CCDC,C,CC,CC,C,K,D,4,5,2,1,1,2,1,2,CVCC,CCVVC,3,1,A,NA,F,2,rostbraun,paenultima
fleck,ø,k,ck,eck,leck,fleck,C,KC,CKC,CCKC,CCCKC,Rost,ø,R,Ro,Ros,Rost,Rostf,C,CK,CKC,CKCC,CKCCC,12,12,3,3,0,heavy,light,c,c,CKCC,CCKC,C,CC,CC,C,K,K,4,5,2,1,1,2,1,1,CVCC,CCVC,3,3,N,NN,T,2,Rostfleck,paenultima
rot,ø,t,ot,rot,trot,strot,C,LC,CLC,CCLC,CCCLC,rost,ø,r,ro,ros,rost,rostr,C,CK,CKC,CKCC,CKCCC,12,11,3,3,0,heavy,light,c,c,CKCC,CLC,C,C,CC,C,K,L,4,3,2,1,1,1,1,2,CVCC,CVVC,3,1,A,NA,F,2,rostrot,paenultima
barsch,ø,h,ch,sch,rsch,arsch,C,CC,KCC,CKCC,CCKCC,Rot,ø,R,Ro,Rot,Rotb,Rotba,C,CL,CLC,CLCC,CLCCK,11,12,3,3,1,light,heavy,c,c,CLC,CKCC,C,C,C,CC,L,K,3,6,1,2,1,1,2,1,CVVC,CVCC,1,3,N,AN,T,2,Rotbarsch,paenultima
bart,ø,t,rt,art,bart,tbart,C,CC,LCC,CLCC,CCLCC,Rot,ø,R,Ro,Rot,Rotb,Rotba,C,CL,CLC,CLCC,CLCCL,11,16,3,4,3,light,heavy,c,c,CLC,CLCC,C,C,C,CC,L,L,3,4,1,2,1,1,2,2,CVVC,CVVCC,1,1,N,AN,T,2,Rotbart,paenultima
blond,ø,d,nd,ond,lond,blond,C,CC,KCC,CKCC,CCKCC,rot,ø,r,ro,rot,rotb,rotbl,C,CL,CLC,CLCC,CLCCC,11,15,3,3,2,light,heavy,c,c,CLC,CCKCC,C,CC,C,CC,L,K,3,5,1,2,1,2,2,1,CVVC,CCVCC,1,4,A,AA,F,2,rotblond,paenultima
braun,ø,n,un,aun,raun,braun,C,DC,CDC,CCDC,CCCDC,rot,ø,r,ro,rot,rotb,rotbr,C,CL,CLC,CLCC,CLCCC,11,18,3,4,4,light,light,c,c,CLC,CCDC,C,CC,C,C,L,D,3,5,1,1,1,2,2,2,CVVC,CCVVC,1,1,A,AA,F,2,rotbraun,paenultima
dorn,ø,n,rn,orn,dorn,tdorn,C,CC,KCC,CKCC,CCKCC,Rot,ø,R,Ro,Rot,Rotd,Rotdo,C,CL,CLC,CLCC,CLCCK,11,14,3,3,2,light,heavy,c,c,CLC,CKCC,C,C,C,CC,L,K,3,4,1,2,1,1,2,1,CVVC,CVCC,1,3,N,AN,T,2,Rotdorn,paenultima
fuchs,ø,s,hs,chs,uchs,fuchs,C,CC,KCC,CKCC,CCKCC,Rot,ø,R,Ro,Rot,Rotf,Rotfu,C,CL,CLC,CLCC,CLCCK,11,11,3,2,0,light,heavy,c,c,CLC,CKCC,C,C,C,CC,L,K,3,5,1,2,1,1,2,1,CVVC,CVCC,1,3,N,AN,T,2,Rotfuchs,paenultima
glut,ø,t,ut,lut,glut,tglut,C,LC,CLC,CCLC,CCCLC,Rot,ø,R,Ro,Rot,Rotg,Rotgl,C,CL,CLC,CLCC,CLCCC,11,14,3,3,2,light,light,c,c,CLC,CCLC,C,CC,C,C,L,L,3,4,1,1,1,2,2,2,CVVC,CCVVC,1,1,N,AN,T,2,Rotglut,paenultima
gu$,ø,s,ss,uss,guss,tguss,C,KC,CKC,CCKC,LCCKC,Rot,ø,R,Ro,Rot,Rotg,Rotgu,C,CL,CLC,CLCC,CLCCK,11,10,3,3,0,light,light,c,c,CLC,CKC,C,C,C,C,L,K,3,3,1,1,1,1,2,1,CVVC,CVC,1,2,N,AN,T,2,Rotguss,paenultima
haut,ø,t,ut,aut,haut,thaut,C,DC,CDC,CCDC,LCCDC,Rot,ø,R,Ro,Rot,Roth,Rotha,C,CL,CLC,CLCC,CLCCD,11,12,3,4,1,light,light,c,c,CLC,CDC,C,C,C,C,L,D,3,4,1,1,1,1,2,2,CVVC,CVVC,1,1,N,AN,T,2,Rothaut,paenultima
kohl,ø,l,hl,ohl,kohl,tkohl,C,LC,CLC,CCLC,LCCLC,Rot,ø,R,Ro,Rot,Rotk,Rotko,C,CL,CLC,CLCC,CLCCL,11,11,3,3,0,light,light,c,c,CLC,CLC,C,C,C,C,L,L,3,4,1,1,1,1,2,2,CVVC,CVVC,1,1,N,AN,T,2,Rotkohl,paenultima
kopf,ø,f,pf,opf,kopf,tkopf,A,KA,CKA,CCKA,LCCKA,Rot,ø,R,Ro,Rot,Rotk,Rotko,C,CL,CLC,CLCC,CLCCK,11,8,3,2,-1,light,light,c,c,CLC,CKA,C,C,C,A,L,K,3,4,1,1,1,1,2,1,CVVC,CVC,1,2,N,AN,T,2,Rotkopf,paenultima
kraut,ø,t,ut,aut,raut,kraut,C,DC,CDC,CCDC,CCCDC,Rot,ø,R,Ro,Rot,Rotk,Rotkr,C,CL,CLC,CLCC,CLCCC,11,16,3,4,3,light,light,c,c,CLC,CCDC,C,CC,C,C,L,D,3,5,1,1,1,2,2,2,CVVC,CCVVC,1,1,N,AN,T,2,Rotkraut,paenultima
licht,ø,t,ht,cht,icht,licht,C,CC,KCC,CKCC,CCKCC,Rot,ø,R,Ro,Rot,Rotl,Rotli,C,CL,CLC,CLCC,CLCCK,11,14,3,3,2,light,heavy,c,c,CLC,CKCC,C,C,C,CC,L,K,3,5,1,2,1,1,2,1,CVVC,CVCC,1,3,N,AN,T,2,Rotlicht,paenultima
schwanz,ø,z,nz,anz,wanz,hwanz,A,CA,KCA,CKCA,CCKCA,Rot,ø,R,Ro,Rot,Rots,Rotsc,C,CL,CLC,CLCC,CLCCC,11,12,3,2,1,light,heavy,c,c,CLC,CCKCA,C,CC,C,CA,L,K,3,7,1,2,1,2,2,1,CVVC,CCVCC,1,4,N,AN,T,2,Rotschwanz,paenultima
tier,ø,r,er,ier,tier,ttier,C,LC,CLC,CCLC,LCCLC,Rot,ø,R,Ro,Rot,Rott,Rotti,C,CL,CLC,CLCC,CLCCL,11,13,3,4,1,light,light,c,c,CLC,CLC,C,C,C,C,L,L,3,4,1,1,1,1,2,2,CVVC,CVVC,1,1,N,AN,T,2,Rottier,paenultima
wein,ø,n,in,ein,wein,twein,C,DC,CDC,CCDC,LCCDC,Rot,ø,R,Ro,Rot,Rotw,Rotwe,C,CL,CLC,CLCC,CLCCD,11,14,3,4,2,light,light,c,c,CLC,CDC,C,C,C,C,L,D,3,4,1,1,1,1,2,2,CVVC,CVVC,1,1,N,AN,T,2,Rotwein,paenultima
wild,ø,d,ld,ild,wild,twild,C,CC,KCC,CKCC,CCKCC,Rot,ø,R,Ro,Rot,Rotw,Rotwi,C,CL,CLC,CLCC,CLCCK,11,14,3,3,2,light,heavy,c,c,CLC,CKCC,C,C,C,CC,L,K,3,4,1,2,1,1,2,1,CVVC,CVCC,1,3,N,AN,T,2,Rotwild,paenultima
grat,ø,t,at,rat,grat,kgrat,C,LC,CLC,CCLC,CCCLC,R2ck,ø,R,Ru,Rue,Ruec,Rueck,C,CK,CKC,CKCC,CKCCC,13,16,4,4,2,light,light,c,c,CKC,CCLC,C,CC,C,C,K,L,4,4,1,1,1,2,1,2,CVC,CCVVC,2,1,N,NN,T,2,Rueckgrat,paenultima
mord,ø,d,rd,ord,mord,fmord,C,CC,KCC,CKCC,CCKCC,Ruf,ø,R,Ru,Ruf,Rufm,Rufmo,C,CL,CLC,CLCC,CLCCK,13,14,4,3,1,light,heavy,c,c,CLC,CKCC,C,C,C,CC,L,K,3,4,1,2,1,1,2,1,CVVC,CVCC,1,3,N,NN,T,2,Rufmord,paenultima
reich,ø,h,ch,ich,eich,reich,C,DC,CDC,CCDC,LCCDC,ruhm,ø,r,ru,ruh,ruhm,ruhmr,C,CL,CLC,CLCC,CLCCD,15,15,5,5,0,light,light,c,c,CLC,CDC,C,C,C,C,L,D,4,5,1,1,1,1,2,2,CVVC,CVVC,1,1,A,NA,F,2,ruhmreich,paenultima
sucht,ø,t,ht,cht,ucht,sucht,C,CC,KCC,CKCC,CCKCC,Ruhm,ø,R,Ru,Ruh,Ruhm,Ruhms,C,CL,CLC,CLCC,CLCCK,15,11,5,2,-2,light,heavy,c,c,CLC,CKCC,C,C,C,CC,L,K,4,5,1,2,1,1,2,1,CVVC,CVCC,1,3,N,NN,T,2,Ruhmsucht,paenultima
voll,ø,l,ll,oll,voll,mvoll,C,KC,CKC,CCKC,LCCKC,ruhm,ø,r,ru,ruh,ruhm,ruhmv,C,CL,CLC,CLCC,CLCCK,15,11,5,3,-2,light,light,c,c,CLC,CKC,C,C,C,C,L,K,4,4,1,1,1,1,2,1,CVVC,CVC,1,2,A,NA,F,2,ruhmvoll,paenultima
ei,ei,i,ei,rei,hrei,ehrei,D,CD,LCD,CLCD,ø,R2hr,ø,R,Ru,Rue,Rueh,Ruehr,C,CL,CLC,CLCD,ø,16,10,5,10,-3,light,light,c,o,CLC,D,C,,C,,L,D,4,2,1,0,1,0,2,2,CVVC,VV,1,0,N,VN,T,2,Ruehrei,paenultima
krank,ø,k,nk,ank,rank,krank,C,CC,KCC,CKCC,CCKCC,ruhr,ø,r,ru,ruh,ruhr,ruhrk,C,CL,CLC,CLCC,CLCCC,16,15,5,3,0,light,heavy,c,c,CLC,CCKCC,C,CC,C,CC,L,K,4,5,1,2,1,2,2,1,CVVC,CCVCC,1,4,A,NA,F,2,ruhrkrank,paenultima
topf,ø,f,pf,opf,topf,mtopf,A,KA,CKA,CCKA,KCCKA,Rum,ø,R,Ru,Rum,Rumt,Rumto,C,CK,CKC,CKCC,CKCCK,15,8,5,2,-3,light,light,c,c,CKC,CKA,C,C,C,A,K,K,3,4,1,1,1,1,1,1,CVC,CVC,2,2,N,NN,T,2,Rumtopf,paenultima
bank,ø,k,nk,ank,bank,dbank,C,CC,KCC,CKCC,CCKCC,Rund,ø,R,Ru,Run,Rund,Rundb,C,CK,CKC,CKCC,CKCCC,16,11,4,2,-2,heavy,heavy,c,c,CKCC,CKCC,C,C,CC,CC,K,K,4,4,2,2,1,1,1,1,CVCC,CVCC,3,3,N,AN,T,2,Rundbank,paenultima
blick,ø,k,ck,ick,lick,blick,C,KC,CKC,CCKC,CCCKC,Rund,ø,R,Ru,Run,Rund,Rundb,C,CK,CKC,CKCC,CKCCC,16,14,4,3,-1,heavy,light,c,c,CKCC,CCKC,C,CC,CC,C,K,K,4,5,2,1,1,2,1,1,CVCC,CCVC,3,3,N,AN,T,2,Rundblick,paenultima
fahrt,ø,t,rt,hrt,ahrt,fahrt,C,CC,LCC,CLCC,CCLCC,Rund,ø,R,Ru,Run,Rund,Rundf,C,CK,CKC,CKCC,CKCCC,16,16,4,4,0,heavy,heavy,c,c,CKCC,CLCC,C,C,CC,CC,K,L,4,5,2,2,1,1,1,2,CVCC,CVVCC,3,1,N,NN,T,2,Rundfahrt,paenultima
flug,ø,g,ug,lug,flug,dflug,C,LC,CLC,CCLC,CCCLC,Rund,ø,R,Ru,Run,Rund,Rundf,C,CK,CKC,CKCC,CKCCC,16,14,4,3,-1,heavy,light,c,c,CKCC,CCLC,C,CC,CC,C,K,L,4,4,2,1,1,2,1,2,CVCC,CCVVC,3,1,N,NN,T,2,Rundflug,paenultima
funk,ø,k,nk,unk,funk,dfunk,C,CC,KCC,CKCC,CCKCC,Rund,ø,R,Ru,Run,Rund,Rundf,C,CK,CKC,CKCC,CKCCC,16,13,4,3,-1,heavy,heavy,c,c,CKCC,CKCC,C,C,CC,CC,K,K,4,4,2,2,1,1,1,1,CVCC,CVCC,3,3,N,AN,T,2,Rundfunk,paenultima
lauf,ø,f,uf,auf,lauf,dlauf,C,DC,CDC,CCDC,CCCDC,Rund,ø,R,Ru,Run,Rund,Rundl,C,CK,CKC,CKCC,CKCCC,16,15,4,5,0,heavy,light,c,c,CKCC,CDC,C,C,CC,C,K,D,4,4,2,1,1,1,1,2,CVCC,CVVC,3,1,N,NN,T,2,Rundlauf,paenultima
schrift,ø,t,ft,ift,rift,hrift,C,CC,KCC,CKCC,CCKCC,Rund,ø,R,Ru,Run,Rund,Runds,C,CK,CKC,CKCC,CKCCC,16,15,4,3,0,heavy,heavy,c,c,CKCC,CCKCC,C,CC,CC,CC,K,K,4,7,2,2,1,2,1,1,CVCC,CCVCC,3,4,N,AN,T,2,Rundschrift,paenultima
um,um,m,um,dum,ndum,undum,C,KC,CKC,CCKC,KCCKC,rund,ø,r,ru,run,rund,rundu,C,CK,CKC,CKCC,CKCCK,16,11,4,5,-2,heavy,light,c,c,CKCC,KC,C,,CC,C,K,K,4,2,2,1,1,0,1,1,CVCC,VC,3,1,ADV,ø,F,2,rundum,multa
weg,ø,g,eg,weg,dweg,ndweg,C,LC,CLC,CCLC,CCCLC,Rund,ø,R,Ru,Run,Rund,Rundw,C,CK,CKC,CKCC,CKCCC,16,8,4,2,-4,heavy,light,c,c,CKCC,CLC,C,C,CC,C,K,L,4,3,2,1,1,1,1,2,CVCC,CVVC,3,1,N,NN,T,2,Rundweg,paenultima
braun,ø,n,un,aun,raun,braun,C,DC,CDC,CCDC,CCCDC,ru$,ø,r,ru,rus,russ,russb,C,CL,CLC,CLCC,CLCCC,13,18,4,4,3,light,light,c,c,CLC,CCDC,C,CC,C,C,L,D,3,5,1,1,1,2,2,2,CVVC,CCVVC,1,1,A,NA,F,2,russbraun,paenultima
schwarz,ø,z,rz,arz,warz,hwarz,A,CA,KCA,CKCA,CCKCA,ru$,ø,r,ru,rus,russ,russs,C,CL,CLC,CLCC,CLCCC,13,13,4,2,0,light,heavy,c,c,CLC,CCKCA,C,CC,C,CA,L,K,3,7,1,2,1,2,2,1,CVVC,CCVCC,1,4,A,NA,F,2,russschwarz,paenultima
zeit,ø,t,it,eit,zeit,tzeit,C,DC,ADC,CADC,CCADC,R2st,ø,R,Ru,Rue,Rues,Ruest,C,CK,CKC,CKCC,CKCCA,14,12,3,4,-1,heavy,light,c,c,CKCC,ADC,C,A,CC,C,K,D,4,4,2,1,1,1,1,2,CVCC,CVVC,3,1,N,VN,T,2,Ruestzeit,paenultima
bahn,ø,n,hn,ahn,bahn,hbahn,C,LC,CLC,ACLC,KACLC,Rutsch,ø,R,Ru,Rut,Ruts,Rutsc,C,CK,CKA,CKAC,CKACL,13,14,4,4,1,light,light,c,c,CKA,CLC,C,C,A,C,K,L,6,4,1,1,1,1,1,2,CVC,CVVC,2,1,N,VN,T,2,Rutschbahn,paenultima
gut,ø,t,ut,gut,tgut,atgut,C,LC,CLC,CCLC,LCCLC,Saat,ø,S,Sa,Saa,Saat,Saatg,C,CL,CLC,CLCC,CLCCL,12,10,4,3,-1,light,light,c,c,CLC,CLC,C,C,C,C,L,L,4,3,1,1,1,1,2,2,CVVC,CVVC,1,1,N,NN,T,2,Saatgut,paenultima
korn,ø,n,rn,orn,korn,tkorn,C,CC,KCC,CKCC,CCKCC,Saat,ø,S,Sa,Saa,Saat,Saatk,C,CL,CLC,CLCC,CLCCK,12,14,4,3,1,light,heavy,c,c,CLC,CKCC,C,C,C,CC,L,K,4,4,1,2,1,1,2,1,CVVC,CVCC,1,3,N,NN,T,2,Saatkorn,paenultima
buch,ø,h,ch,uch,buch,hbuch,C,LC,CLC,CCLC,KCCLC,Sach,ø,S,Sa,Sac,Sach,Sachb,C,CK,CKC,CKCC,CKCCL,8,10,2,3,1,light,light,c,c,CKC,CLC,C,C,C,C,K,L,4,4,1,1,1,1,1,2,CVC,CVVC,2,1,N,NN,T,2,Sachbuch,paenultima
fremd,ø,d,md,emd,remd,fremd,C,CC,KCC,CKCC,CCKCC,sach,ø,s,sa,sac,sach,sachf,C,CK,CKC,CKCC,CKCCC,8,15,2,3,4,light,heavy,c,c,CKC,CCKCC,C,CC,C,CC,K,K,4,5,1,2,1,2,1,1,CVC,CCVCC,2,4,A,NA,F,2,sachfremd,paenultima
tuch,ø,h,ch,uch,tuch,ktuch,C,LC,CLC,CCLC,KCCLC,Sack,ø,S,Sa,Sac,Sack,Sackt,C,CK,CKC,CKCC,CKCCL,8,10,2,3,1,light,light,c,c,CKC,CLC,C,C,C,C,K,L,4,4,1,1,1,1,1,2,CVC,CVVC,2,1,N,NN,T,2,Sacktuch,paenultima
kur,ø,r,ur,kur,tkur,ftkur,C,LC,CLC,CCLC,CCCLC,Saft,ø,S,Sa,Saf,Saft,Saftk,C,CK,CKC,CKCC,CKCCC,9,13,2,4,2,heavy,light,c,c,CKCC,CLC,C,C,CC,C,K,L,4,3,2,1,1,1,1,2,CVCC,CVVC,3,1,N,NN,T,2,Saftkur,paenultima
3l,ø,l,el,oel,boel,lboel,C,LC,CLC,CCLC,KCCLC,Salb,ø,S,Sa,Sal,Salb,Salbo,C,CK,CKC,CKCC,CKCCL,12,10,3,5,-1,heavy,light,c,c,CKCC,LC,C,,CC,C,K,L,4,2,2,1,1,0,1,2,CVCC,VVC,3,0,N,VN,T,2,Salboel,paenultima
arm,ø,m,rm,arm,zarm,lzarm,C,CC,KCC,AKCC,CAKCC,salz,ø,s,sa,sal,salz,salza,C,CK,CKC,CKCA,CKCAK,12,13,3,4,1,heavy,heavy,c,c,CKCA,KCC,C,,CA,CC,K,K,4,3,2,2,1,0,1,1,CVCC,VCC,3,2,A,NA,F,2,salzarm,paenultima
bad,ø,d,ad,bad,zbad,lzbad,C,LC,CLC,ACLC,CACLC,Salz,ø,S,Sa,Sal,Salz,Salzb,C,CK,CKC,CKCA,CKCAC,12,12,3,4,0,heavy,light,c,c,CKCA,CLC,C,C,CA,C,K,L,4,3,2,1,1,1,1,2,CVCC,CVVC,3,1,N,NN,T,2,Salzbad,paenultima
fleisch,ø,h,ch,sch,isch,eisch,C,DC,CDC,CCDC,ACCDC,Salz,ø,S,Sa,Sal,Salz,Salzf,C,CK,CKC,CKCA,CKCAC,12,16,3,4,2,heavy,light,c,c,CKCA,CCDC,C,CC,CA,C,K,D,4,7,2,1,1,2,1,2,CVCC,CCVVC,3,1,N,VN,T,2,Salzfleisch,paenultima
korn,ø,n,rn,orn,korn,zkorn,C,CC,KCC,CKCC,ACKCC,Salz,ø,S,Sa,Sal,Salz,Salzk,C,CK,CKC,CKCA,CKCAC,12,14,3,3,1,heavy,heavy,c,c,CKCA,CKCC,C,C,CA,CC,K,K,4,4,2,2,1,1,1,1,CVCC,CVCC,3,3,N,NN,T,2,Salzkorn,paenultima
see,ø,e,ee,see,zsee,lzsee,L,CL,ACL,CACL,KCACL,Salz,ø,S,Sa,Sal,Salz,Salzs,C,CK,CKC,CKCA,CKCAC,12,7,3,3,-2,heavy,light,c,o,CKCA,CL,C,C,CA,,K,L,4,3,2,0,1,1,1,2,CVCC,CVV,3,0,N,NN,T,2,Salzsee,paenultima
kleid,ø,d,id,eid,leid,kleid,C,DC,CDC,CCDC,CCCDC,Samt,ø,S,Sa,Sam,Samt,Samtk,C,CK,CKC,CKCC,CKCCC,11,16,2,4,3,heavy,light,c,c,CKCC,CCDC,C,CC,CC,C,K,D,4,5,2,1,1,2,1,2,CVCC,CCVVC,3,1,N,NN,T,2,Samtkleid,paenultima
weich,ø,h,ch,ich,eich,weich,C,DC,CDC,CCDC,CCCDC,samt,ø,s,sa,sam,samt,samtw,C,CK,CKC,CKCC,CKCCC,11,12,2,4,1,heavy,light,c,c,CKCC,CDC,C,C,CC,C,K,D,4,5,2,1,1,1,1,2,CVCC,CVVC,3,1,A,NA,F,2,samtweich,paenultima
bad,ø,d,ad,bad,dbad,ndbad,C,LC,CLC,CCLC,CCCLC,Sand,ø,S,Sa,San,Sand,Sandb,C,CK,CKC,CKCC,CKCCC,11,12,2,4,1,heavy,light,c,c,CKCC,CLC,C,C,CC,C,K,L,4,3,2,1,1,1,1,2,CVCC,CVVC,3,1,N,NN,T,2,Sandbad,paenultima
bahn,ø,n,hn,ahn,bahn,dbahn,C,LC,CLC,CCLC,CCCLC,Sand,ø,S,Sa,San,Sand,Sandb,C,CK,CKC,CKCC,CKCCC,11,14,2,4,2,heavy,light,c,c,CKCC,CLC,C,C,CC,C,K,L,4,4,2,1,1,1,1,2,CVCC,CVVC,3,1,N,NN,T,2,Sandbahn,paenultima
bank,ø,k,nk,ank,bank,dbank,C,CC,KCC,CKCC,CCKCC,Sand,ø,S,Sa,San,Sand,Sandb,C,CK,CKC,CKCC,CKCCC,11,11,2,2,0,heavy,heavy,c,c,CKCC,CKCC,C,C,CC,CC,K,K,4,4,2,2,1,1,1,1,CVCC,CVCC,3,3,N,NN,T,2,Sandbank,paenultima
burg,ø,g,rg,urg,burg,dburg,C,CC,KCC,CKCC,CCKCC,Sand,ø,S,Sa,San,Sand,Sandb,C,CK,CKC,CKCC,CKCCC,11,14,2,3,2,heavy,heavy,c,c,CKCC,CKCC,C,C,CC,CC,K,K,4,4,2,2,1,1,1,1,CVCC,CVCC,3,3,N,NN,T,2,Sandburg,paenultima
korn,ø,n,rn,orn,korn,dkorn,C,CC,KCC,CKCC,CCKCC,Sand,ø,S,Sa,San,Sand,Sandk,C,CK,CKC,CKCC,CKCCC,11,14,2,3,2,heavy,heavy,c,c,CKCC,CKCC,C,C,CC,CC,K,K,4,4,2,2,1,1,1,1,CVCC,CVCC,3,3,N,NN,T,2,Sandkorn,paenultima
sack,ø,k,ck,ack,sack,dsack,C,KC,CKC,CCKC,CCCKC,Sand,ø,S,Sa,San,Sand,Sands,C,CK,CKC,CKCC,CKCCC,11,8,2,2,-1,heavy,light,c,c,CKCC,CKC,C,C,CC,C,K,K,4,4,2,1,1,1,1,1,CVCC,CVC,3,2,N,NN,T,2,Sandsack,paenultima
stein,ø,n,in,ein,tein,stein,C,DC,CDC,CCDC,CCCDC,Sand,ø,S,Sa,San,Sand,Sands,C,CK,CKC,CKCC,CKCCC,11,15,2,3,2,heavy,light,c,c,CKCC,CCDC,C,CC,CC,C,K,D,4,5,2,1,1,2,1,2,CVCC,CCVVC,3,1,N,NN,T,2,Sandstein,paenultima
strand,ø,d,nd,and,rand,trand,C,CC,KCC,CKCC,CCKCC,Sand,ø,S,Sa,San,Sand,Sands,C,CK,CKC,CKCC,CKCCC,11,16,2,2,3,heavy,heavy,c,c,CKCC,CCCKCC,C,CCC,CC,CC,K,K,4,6,2,2,1,3,1,1,CVCC,CCCVCC,3,5,N,NN,T,2,Sandstrand,paenultima
uhr,ø,r,hr,uhr,duhr,nduhr,C,LC,CLC,CCLC,KCCLC,Sand,ø,S,Sa,San,Sand,Sandu,C,CK,CKC,CKCC,CKCCL,11,12,2,6,1,heavy,light,c,c,CKCC,LC,C,,CC,C,K,L,4,3,2,1,1,0,1,2,CVCC,VVC,3,0,N,NN,T,2,Sanduhr,paenultima
mut,ø,t,ut,mut,tmut,ftmut,C,LC,CLC,CCLC,CCCLC,Sanft,ø,S,Sa,San,Sanf,Sanft,C,CK,CKC,CKCC,CKCCC,12,12,2,4,0,heavy,light,c,c,CKCCC,CLC,C,C,CCC,C,K,L,5,3,3,1,1,1,1,2,CVCCC,CVVC,4,1,N,AN,T,2,Sanftmut,paenultima
tuch,ø,h,ch,uch,tuch,gtuch,C,LC,CLC,CCLC,CCCLC,Sarg,ø,S,Sa,Sar,Sarg,Sargt,C,CK,CKC,CKCC,CKCCC,12,10,3,3,-1,heavy,light,c,c,CKCC,CLC,C,C,CC,C,K,L,4,4,2,1,1,1,1,2,CVCC,CVVC,3,1,N,NN,T,2,Sargtuch,paenultima
rot,ø,t,ot,rot,trot,ttrot,C,LC,CLC,CCLC,KCCLC,satt,ø,s,sa,sat,satt,sattr,C,CK,CKC,CKCC,CKCCL,8,11,2,3,2,light,light,c,c,CKC,CLC,C,C,C,C,K,L,4,3,1,1,1,1,1,2,CVC,CVVC,2,1,A,AA,F,2,sattrot,paenultima
band,ø,d,nd,and,band,zband,C,CC,KCC,CKCC,ACKCC,Satz,ø,S,Sa,Sat,Satz,Satzb,C,CK,CKA,CKAC,CKACK,8,11,2,2,2,light,heavy,c,c,CKA,CKCC,C,C,A,CC,K,K,4,4,1,2,1,1,1,1,CVC,CVCC,2,3,N,NN,T,2,Satzband,paenultima
bau,ø,u,au,bau,zbau,tzbau,D,CD,ACD,KACD,CKACD,Satz,ø,S,Sa,Sat,Satz,Satzb,C,CK,CKA,CKAC,CKACD,8,11,2,5,2,light,light,c,o,CKA,CD,C,C,A,,K,D,4,3,1,0,1,1,1,2,CVC,CVV,2,0,N,NN,T,2,Satzbau,paenultima
glied,ø,d,ed,ied,lied,glied,C,LC,CLC,CCLC,ACCLC,Satz,ø,S,Sa,Sat,Satz,Satzg,C,CK,CKA,CKAC,CKACC,8,14,2,3,3,light,light,c,c,CKA,CCLC,C,CC,A,C,K,L,4,5,1,1,1,2,1,2,CVC,CCVVC,2,1,N,NN,T,2,Satzglied,paenultima
teil,ø,l,il,eil,teil,zteil,C,DC,CDC,ACDC,KACDC,Satz,ø,S,Sa,Sat,Satz,Satzt,C,CK,CKA,CKAC,CKACD,8,15,2,5,4,light,light,c,c,CKA,CDC,C,C,A,C,K,D,4,4,1,1,1,1,1,2,CVC,CVVC,2,1,N,NN,T,2,Satzteil,paenultima
bl3d,ø,d,ed,oed,loed,bloed,C,LC,CLC,CCLC,DCCLC,sau,ø,s,sa,sau,saub,saubl,C,CD,CDC,CDCC,CDCCL,11,12,5,3,1,light,light,o,c,CD,CCLC,C,CC,,C,D,L,3,4,0,1,1,2,2,2,CVV,CCVVC,0,1,A,NA,F,2,saubloed,multa
dumm,ø,m,mm,umm,dumm,udumm,C,KC,CKC,DCKC,CDCKC,sau,ø,s,sa,sau,saud,saudu,C,CD,CDC,CDCK,CDCKC,11,12,5,4,1,light,light,o,c,CD,CKC,C,C,,C,D,K,3,4,0,1,1,1,2,1,CVV,CVC,0,2,A,NA,F,2,saudumm,multa
kraft,ø,t,ft,aft,raft,kraft,C,CC,KCC,CKCC,CCKCC,Saug,ø,S,Sa,Sau,Saug,Saugk,C,CD,CDC,CDCC,CDCCC,12,13,4,2,1,light,heavy,c,c,CDC,CCKCC,C,CC,C,CC,D,K,4,5,1,2,1,2,2,1,CVVC,CCVCC,1,4,N,VN,T,2,Saugkraft,paenultima
grob,ø,b,ob,rob,grob,ugrob,C,LC,CLC,CCLC,DCCLC,sau,ø,s,sa,sau,saug,saugr,C,CD,CDC,CDCC,CDCCL,11,12,5,3,1,light,light,o,c,CD,CCLC,C,CC,,C,D,L,3,4,0,1,1,2,2,2,CVV,CCVVC,0,1,A,NA,F,2,saugrob,paenultima
